customer_id,customer_name,city,age,address,contact,email,kyc_status
1001.0,Neha Gupta,Hyderabad,59.0,"Hyderabad, India",6181590830.0,neha.gupta1001@gmail.com,
1002.0,Kavya Mehta,Mumbai,33.0,"Mumbai, India",6860913909.0,,
1003.0,Anjali Verma,Delhi,20.0,"Delhi, India",7462819482.0,anjali.verma1003@gmail.com,Verified
1004.0,Kunal Kapur,Mumbai,53.0,"Mumbai, India",6909378657.0,kunal.kapur1004@gmail.com,Rejected
1005.0,Riya Kapur,Bangalore,33.0,"Bangalore, India",7319487574.0,riya.kapur1005@gmail.com,Rejected
1006.0,Arjun Sharma,Pune,44.0,"Pune, India",7527601895.0,arjun.sharma1006@gmail.com,Pending
,Pooja Patel,Pune,69.0,"Pune, India",,pooja.patel1007@gmail.com,Pending
1008.0,Anjali Kapur,Mumbai,,"Mumbai, India",8291703423.0,anjali.kapur1008@gmail.com,Pending
1009.0,,Mumbai,28.0,"Mumbai, India",9684268465.0,anjali.patel1009@gmail.com,Rejected
1010.0,Anjali Reddy,,23.0,,7233079244.0,anjali.reddy1010@gmail.com,Verified
,,,41.0,"Pune, India",8289078666.0,rohit.mehta1011@gmail.com,Pending
1012.0,,Chennai,43.0,"Chennai, India",6313721590.0,vikas.patel1012@gmail.com,Verified
1013.0,Amit Gupta,Pune,24.0,"Pune, India",8901396245.0,amit.gupta1013@gmail.com,Rejected
1014.0,Pooja Patel,Mumbai,25.0,"Mumbai, India",9777412154.0,pooja.patel1014@gmail.com,Pending
1015.0,Suresh Singh,Mumbai,31.0,"Mumbai, India",8280841485.0,suresh.singh1015@gmail.com,Verified
1016.0,Pooja Reddy,Pune,52.0,"Pune, India",,pooja.reddy1016@gmail.com,Pending
1017.0,Amit Verma,Bangalore,48.0,"Bangalore, India",,,Verified
1018.0,Swati Reddy,Bangalore,31.0,"Bangalore, India",9990751163.0,swati.reddy1018@gmail.com,
1019.0,,Chennai,39.0,"Chennai, India",6676122202.0,suresh.mehta1019@gmail.com,Rejected
1020.0,Riya Gupta,Pune,,"Pune, India",9528820018.0,,Rejected
1021.0,Rohit Mehta,Delhi,70.0,"Delhi, India",7043483954.0,rohit.mehta1021@gmail.com,Rejected
1022.0,Kavya Gupta,Mumbai,65.0,"Mumbai, India",,kavya.gupta1022@gmail.com,Rejected
1023.0,Amit Patel,Delhi,56.0,"Delhi, India",6222791805.0,amit.patel1023@gmail.com,Rejected
1024.0,,Pune,21.0,"Pune, India",,swati.sharma1024@gmail.com,Pending
1025.0,Neha Singh,Pune,50.0,"Pune, India",7478878384.0,neha.singh1025@gmail.com,Rejected
